Student_ID,Exam_Name,Exam_Score,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
1512,Fundamentals of Programming,91,9.1,3.1,8,1.3,2.5,3.46,High
1513,Foundation of web technologies,71,6.3,0.5,7.5,3.5,6.2,2.87,Moderate
1514,Computer Networks,61,6.8,2.6,9.5,0.8,4.3,2.58,Moderate
1515,SAD,75,6.9,0.6,8.1,4.4,4,3,Moderate
1516,Data Science,86,9.8,0.3,8,0.3,5.6,3.53,High
1517,Data Science,85,9.5,2.1,8.3,3.4,0.7,3.35,High
1518,Database Systems,75,5.6,1.9,8,0.2,8.3,2.99,Low
1519,DSA,70,6.4,0.1,7.1,5.4,5,2.72,Moderate
1520,Database Systems,83,9.6,3,8.7,1.9,0.8,3.45,High
1521,OOP,78,6,0.8,8.4,1.3,7.5,3.19,Moderate
1522,Fundamentals of Programming,85,8.9,1.8,9,3.6,0.7,3.27,High
1523,Foundation of web technologies,75,8.3,0.9,6.4,1.9,6.5,3.18,High
1524,DSA,66,6,1.8,9.5,0.6,6.1,2.78,Moderate
1525,Computer Networks,73,8.6,2.7,5.5,5.5,1.7,2.9,High
1526,OOP,89,8.8,1,8.5,0.2,5.5,3.52,High
1527,Computer Networks,89,9.2,1.8,8.2,1.1,3.7,3.6,High
1528,Data Science,80,7.4,2.5,7.3,5.4,1.4,3.25,Moderate
1529,Data Science,77,7.5,3.4,9,1.7,2.4,3.03,Moderate
1530,Database Systems,80,9.1,0.9,7.6,4.8,1.6,3.08,High
1531,Fundamentals of Programming,72,6.8,2.6,6.2,0.7,7.7,3,Moderate
1532,DSA,76,6.4,3.4,6.7,5.8,1.7,2.98,Moderate
1533,Computer Organization,87,9.9,1.1,5.2,4.2,3.6,3.3,High
1534,OOP,81,8.5,0.1,9.4,0.8,5.2,3.25,High
1535,OOP,66,5.6,0.7,9.8,4.2,3.7,2.75,Low
1536,Database Systems,78,6.7,0.9,7.4,3.3,5.7,3.26,Moderate
1537,Data Science,70,8.2,1,9.7,0.9,4.2,2.81,High
1538,Database Systems,79,7.2,2.3,7.2,2.5,4.8,3.03,Moderate
1539,Foundation of web technologies,89,8.7,2.7,9.2,0.8,2.6,3.58,High
1540,DSA,85,6.8,1.9,6.6,0.9,7.8,3.38,Moderate
1541,Fundamentals of Programming,69,6.1,0.4,8.4,4,5.1,2.88,Moderate
1542,SAD,88,7.9,3.9,7.7,4.1,0.4,3.4,Moderate
1543,MIS,64,5.4,0.8,7.2,3.5,7.1,2.71,Low
1544,MIS,81,9,2.4,6,3,3.6,3.32,High
1545,Database Systems,77,8.7,3.1,7.5,1.4,3.3,2.99,High
1546,Foundation of web technologies,73,8.7,1,5.9,3.2,5.2,3.17,High
1547,DSA,73,6.4,2.5,5.6,3.9,5.6,2.89,High
1548,Computer Organization,83,8.9,2.4,9.9,1,1.8,3.44,High
1549,MIS,73,8.4,0.3,7,5.8,2.5,2.9,High
1550,DSA,72,5.6,2.8,8.2,2.2,5.2,2.91,Low
1551,Fundamentals of Programming,87,9.8,0.1,6.5,5.5,2.1,3.24,High
1552,Computer Networks,74,7.7,3.3,5.5,5.7,1.8,2.99,High
1553,Foundation of web technologies,96,9,0.7,8.6,2.2,3.5,3.62,High
1554,Data Science,86,9.8,0.5,7.1,2.9,3.7,3.38,High
1555,DSA,67,6.9,1.5,5.3,4.1,6.2,2.77,High
1556,Fundamentals of Programming,84,9.1,3.2,7.4,1.3,3,3.31,High
1557,Computer Organization,76,8.2,1.2,6.2,4.4,4,3.08,High
1558,SAD,72,6.2,3.7,7.6,2.2,4.3,2.84,Moderate
1559,Data Science,76,9.4,1.6,6.7,1.2,5.1,3.11,High
1560,SAD,82,8.4,1.2,7.9,0.4,6.1,3.06,High
1561,Computer Organization,69,6,1.6,9.7,2.3,4.4,2.66,Moderate
1562,Fundamentals of Programming,75,5.6,0.2,6.5,0.9,10.8,3,Low
1563,MIS,78,5.9,3,5.1,3.3,6.7,2.91,High
1564,SAD,67,7.8,1.3,6.5,4.4,4,2.69,Moderate
1565,Data Science,92,9.4,0.8,5.5,5.4,2.9,3.55,High
1566,Database Systems,65,6.8,0.5,7.9,3.2,5.6,2.61,Moderate
1567,OOP,74,6,1.8,9,3.5,3.7,2.92,Moderate
1568,DSA,77,8.5,3.2,8.1,0.6,3.6,3.09,High
1569,MIS,89,8.6,2.7,5.1,2.5,5.1,3.54,High
1570,SAD,67,6.1,2.4,9.6,4.7,1.2,2.67,Moderate
1571,Computer Networks,89,9.6,3.9,5.1,3.4,2,3.65,High
1572,DSA,71,6.3,3.9,8.1,4.5,1.2,2.89,Moderate
1573,Database Systems,64,5.4,0.7,8.8,0.1,9,2.57,Low
1574,Computer Organization,88,8.1,2.8,6.7,0.6,5.8,3.5,High
1575,OOP,56,5.3,2.4,7.6,4.5,4.2,2.25,Low
1576,Fundamentals of Programming,82,7,0.1,6.7,5.9,4.3,3.12,Moderate
1577,Database Systems,86,9.4,1.3,7.9,4.6,0.8,3.34,High
1578,Database Systems,69,5.4,2,9.8,4.2,2.6,2.8,Low
1579,Computer Organization,82,5.4,0.8,8.9,5,3.9,3.12,Low
1580,Foundation of web technologies,81,5.1,3.3,8.9,1.6,5.1,3.02,Low
1581,Computer Organization,73,8.5,0.9,5.2,1.2,8.2,3.17,High
1582,Foundation of web technologies,74,7.1,2,7.4,1.6,5.9,2.86,Moderate
1583,Foundation of web technologies,69,5.1,2.4,7,1.8,7.7,2.84,Low
1584,MIS,90,9.3,2,5.7,4.2,2.8,3.51,High
1585,MIS,76,6,1.8,5.3,5,5.9,2.88,High
1586,Data Science,86,8.7,2.5,9,1.6,2.2,3.53,High
1587,SAD,85,8.9,1.8,9.7,1.8,1.8,3.63,High
1588,SAD,86,9.1,2.2,5.9,2.8,4,3.33,High
1589,Fundamentals of Programming,98,9.8,3,9.1,0.1,2,3.9,High
1590,SAD,77,9.2,0.2,9.3,2.9,2.4,3.29,High
1591,MIS,79,6,1.3,6.4,3.2,7.1,2.84,Moderate
1592,Data Science,76,6.2,1.8,7.6,4.6,3.8,2.98,Moderate
1593,Data Science,78,7.2,3.2,8.1,0.6,4.9,3.04,Moderate
1594,Foundation of web technologies,74,7,3,7.9,2.3,3.8,2.81,Moderate
1595,Computer Organization,64,5.9,0.9,7.9,2.5,6.8,2.63,Low
1596,Fundamentals of Programming,82,8.3,3.4,6.3,2.9,3.1,3.26,High
1597,Foundation of web technologies,79,9.9,1.3,8,0.4,4.4,3.33,High
1598,Computer Organization,86,9.8,2.9,8.9,1.7,0.7,3.51,High
1599,SAD,85,7.9,1.8,9.3,4.8,0.2,3.34,Moderate
1600,Foundation of web technologies,75,7.9,2.2,7.3,1.3,5.3,3.18,Moderate
1601,DSA,69,5,1,7.5,2.3,8.2,2.82,Low
1602,SAD,72,6.8,1.8,5.7,0.3,9.4,3.01,High
1603,Computer Organization,76,8.9,2.3,8.8,0.6,3.4,3.02,High
1604,Fundamentals of Programming,77,6.1,0,5.7,1.9,10.3,3.01,High
1605,Computer Organization,75,5.6,3.9,6.5,0.8,7.2,2.92,Low
1606,Foundation of web technologies,66,5.3,3.4,9.8,1.4,4.1,2.53,Low
1607,Foundation of web technologies,77,7.3,0.1,8.2,2.5,5.9,2.92,Moderate
1608,Database Systems,80,8.3,1.7,5.9,4.1,4,3.11,High
1609,Fundamentals of Programming,81,7.8,3.4,5.6,4.7,2.5,3.02,High
1610,Computer Networks,84,8.5,1.8,9.7,0.6,3.4,3.34,High
1611,SAD,84,8.2,1.5,9.8,1.5,3,3.4,High
1612,Data Science,86,10,1,7.2,3,2.8,3.37,High
1613,Fundamentals of Programming,67,6.5,0.1,6.1,1.7,9.6,2.72,Moderate
1614,Data Science,90,9.4,2.8,5.4,3.9,2.5,3.37,High
1615,Fundamentals of Programming,89,8.3,3.8,5,1.5,5.4,3.43,High
1616,Fundamentals of Programming,77,5.5,2.1,6.2,1.1,9.1,2.98,Low
1617,Computer Organization,85,9.1,0.5,7.3,5.6,1.5,3.37,High
1618,Fundamentals of Programming,72,5.9,1.3,7.1,1.9,7.8,2.91,Low
1619,Database Systems,75,6.4,3.9,5.8,4.4,3.5,2.91,High
1620,Computer Networks,71,5.9,2.6,8.6,4.1,2.8,2.98,Low
1621,Foundation of web technologies,85,6.6,1,9.8,5.5,1.1,3.23,Moderate
1622,OOP,76,7.3,1.7,5.8,2.6,6.6,3.07,High
1623,Data Science,85,7.7,0.1,7.2,4.7,4.3,3.37,Moderate
1624,Foundation of web technologies,90,9.5,0.1,7.8,4.7,1.9,3.71,High
1625,OOP,86,7.7,1.3,5.7,5.3,4,3.36,High
1626,Computer Networks,78,7.9,2.7,9,2.9,1.5,3.17,Moderate
1627,Computer Networks,74,7,2.1,9,2.2,3.7,2.89,Moderate
1628,Data Science,87,9.6,0.4,8.2,2.4,3.4,3.4,High
1629,Data Science,77,7,2.7,5.3,3.6,5.4,3.17,High
1630,Computer Networks,71,5.9,3.6,8.3,5.3,0.9,2.99,Low
1631,OOP,74,7.4,2.2,9.6,4.3,0.5,2.77,Moderate
1632,Fundamentals of Programming,74,7,1.6,6.4,1.6,7.4,2.97,Moderate
1633,SAD,83,9.3,0.3,8.4,1,5,3.29,High
1634,DSA,74,6.3,3.1,9.4,1.2,4,2.91,Moderate
1635,Foundation of web technologies,84,7.3,1.9,9.4,4.1,1.3,3.51,Moderate
1636,Computer Organization,87,9.2,0,7,5.4,2.4,3.41,High
1637,Foundation of web technologies,94,8.7,2.2,7.6,1.9,3.6,3.73,High
1638,Computer Organization,76,7.1,2.9,9.3,0.7,4,3.12,Moderate
1639,OOP,78,7.3,1.6,8.4,1.5,5.2,3.27,Moderate
1640,Computer Organization,80,7.1,3.6,10,0.4,2.9,3.13,Moderate
1641,Data Science,83,6.2,3.8,9.8,0.4,3.8,3.17,Moderate
1642,SAD,70,5.1,2.4,6.4,5.2,4.9,2.77,Low
1643,SAD,69,6.4,2.7,8.4,1.3,5.2,2.94,Moderate
1644,Data Science,69,6.4,3.2,9,2.5,2.9,2.87,Moderate
1645,Database Systems,74,8,2.4,9.1,1.9,2.6,3.01,Moderate
1646,OOP,79,7.7,1.8,7.2,0.5,6.8,2.97,Moderate
1647,Database Systems,84,8.6,0.9,6,2.5,6,3.38,High
1648,Database Systems,67,6.9,1.8,7.7,1.2,6.4,2.75,Moderate
1649,Foundation of web technologies,67,5.8,3.5,7.2,2.5,5,2.87,Low
1650,Computer Networks,75,7.8,2.2,8.5,1,4.5,3.06,Moderate
1651,Foundation of web technologies,63,6.3,3.2,9.7,0.7,4.1,2.65,Moderate
1652,Computer Networks,67,5.3,1.3,5.7,4.3,7.4,2.79,High
1653,DSA,81,7.7,0.6,5,4.8,5.9,3.23,High
1654,Computer Organization,68,6.7,2.3,6.6,0.5,7.9,2.77,Moderate
1655,Computer Networks,90,6.1,0.8,7.1,3.9,6.1,3.4,Moderate
1656,Data Science,92,9.8,2.4,7.4,2.5,1.9,3.56,High
1657,Foundation of web technologies,84,9.6,3.3,6.6,1.1,3.4,3.45,High
1658,OOP,71,8.7,2,5.3,4.3,3.7,2.96,High
1659,Computer Organization,98,9,1.2,8.3,2.3,3.2,3.74,High
1660,DSA,91,9.4,2,6.6,4.5,1.5,3.46,High
1661,Computer Networks,60,6.1,1.6,9.3,4.3,2.7,2.65,Moderate
1662,DSA,74,6.8,1.1,5.9,4.5,5.7,2.93,High
1663,OOP,69,6.3,1.8,6.9,5.9,3.1,2.8,Moderate
1664,Database Systems,71,5.4,2.4,8,2.5,5.7,2.77,Low
1665,SAD,77,7.2,0.2,7.6,3,6,2.83,Moderate
1666,OOP,74,6.3,0.7,9.8,5.1,2.1,3.03,Moderate
1667,MIS,72,6.2,1.3,6,3,7.5,3.12,Moderate
1668,OOP,74,5.8,3.2,9,0.8,5.2,2.88,Low
1669,DSA,70,7,0.7,6.3,1.6,8.4,2.63,Moderate
1670,Data Science,92,9.7,0.5,9.9,0.9,3,3.72,High
1671,Foundation of web technologies,87,8.9,1.4,5.7,5.1,2.9,3.55,High
1672,Data Science,71,7.8,1.9,7.5,4.4,2.4,2.91,Moderate
1673,DSA,75,5.4,2.7,9.5,0.3,6.1,2.9,Low
1674,Foundation of web technologies,72,7.2,1.6,5.7,3,6.5,2.94,High
1675,MIS,73,5.6,1.9,8.8,1.5,6.2,2.89,Low
1676,SAD,82,8.4,3.4,7.1,3.9,1.2,3.26,High
1677,Computer Organization,67,5.2,0.5,6,2.4,9.9,2.69,Low
1678,DSA,88,8.3,2.8,7.9,1.8,3.2,3.44,High
1679,Computer Networks,76,7.9,1.4,5.4,6,3.3,3.11,High
1680,DSA,83,8.3,1.3,7,1.6,5.8,3.39,High
1681,DSA,91,6.7,1.6,8.6,3.1,4,3.54,Moderate
1682,Foundation of web technologies,84,9.6,0.2,7.9,5.1,1.2,3.46,High
1683,Fundamentals of Programming,72,6.2,3.5,5.1,4.4,4.8,2.97,High
1684,OOP,76,7.2,0.2,9.6,2.8,4.2,3.19,Moderate
1685,Fundamentals of Programming,81,5.1,2.8,7.4,0.7,8,3.15,Low
1686,MIS,84,7.5,3.3,9.3,2.4,1.5,3.36,Moderate
1687,Computer Networks,59,5.1,2.8,7.1,3.4,5.6,2.5,Low
1688,SAD,95,9.6,0.5,8.4,0,5.5,3.7,High
1689,Database Systems,78,9.6,0.5,5.5,2,6.4,3.19,High
1690,MIS,74,7.9,1.8,5.2,1.9,7.2,3.07,High
1691,Database Systems,80,9.1,2.8,8.6,2.4,1.1,3.24,High
1692,Database Systems,77,6.4,3.3,9.9,2.2,2.2,2.9,Moderate
1693,SAD,71,5,0.6,6.6,3.5,8.3,2.89,Low
1694,Data Science,84,8.9,3,8,2.6,1.5,3.29,High
1695,Fundamentals of Programming,87,8.2,2.5,7.8,5.4,0.1,3.4,High
1696,DSA,90,9.4,0.9,5.4,2.9,5.4,3.56,High
1697,Computer Organization,80,7.6,3.3,7.2,3.4,2.5,3.03,Moderate
1698,Database Systems,78,8.1,3.3,5.8,3.6,3.2,3.22,High
1699,Computer Networks,70,8,0.7,5.6,5.9,3.8,2.93,High
1700,MIS,66,5.9,2.7,8,3.9,3.5,2.78,Low
1701,Data Science,58,5.4,3.6,6.9,1.9,6.2,2.35,Low
1702,Database Systems,78,9.3,3.7,6.5,3.9,0.6,3.24,High
1703,Data Science,88,8.9,3.7,6.2,3,2.2,3.49,High
1704,Data Science,66,5,2.3,6.7,1.9,8.1,2.64,Low
1705,Database Systems,85,8.2,3.4,8,3.8,0.6,3.26,High
1706,Foundation of web technologies,70,7.3,0,7.8,4,4.9,2.75,Moderate
1707,OOP,80,8,2.9,7.9,0.3,4.9,3.25,Moderate
1708,Computer Networks,70,6.4,0.3,7.1,3.3,6.9,2.77,Moderate
1709,DSA,75,6.6,2.9,8.2,2,4.3,3.14,Moderate
1710,DSA,87,8.2,2.2,5.1,4.2,4.3,3.48,High
1711,Computer Networks,73,6.9,3.8,9.1,2.5,1.7,2.88,Moderate
1712,Foundation of web technologies,72,6.7,1.9,6.5,3.1,5.8,2.87,Moderate
1713,DSA,73,5.8,3.9,5.5,5.6,3.2,2.88,High
1714,Data Science,85,8.6,1.7,8.2,1.9,3.6,3.46,High
1715,SAD,73,6.5,2.3,7.5,3.5,4.2,2.8,Moderate
1716,MIS,69,5.4,0.2,6.3,0.4,11.7,2.53,Low
1717,Fundamentals of Programming,69,5.5,3.3,5.2,4,6,2.95,High
1718,DSA,72,7.4,1.2,7.6,2.3,5.5,3.03,Moderate
1719,Computer Networks,86,7.8,0.5,10,2.4,3.3,3.43,Moderate
1720,SAD,70,6.8,3.3,7.3,4.3,2.3,2.83,Moderate
1721,Database Systems,74,5.5,3.4,8.7,1.3,5.1,2.74,Low
1722,OOP,84,9.9,1,7.3,0.2,5.6,3.32,High
1723,Computer Networks,81,7,2.3,9.8,2.5,2.4,3.09,Moderate
1724,Data Science,70,5.2,1.3,7.9,5.7,3.9,3.04,Low
1725,OOP,85,9.3,0.9,6.1,1.2,6.5,3.29,High
1726,MIS,83,7.5,1.9,6.3,3,5.3,3.4,Moderate
1727,MIS,70,5.2,0.5,9.4,4.5,4.4,2.9,Low
1728,Foundation of web technologies,62,6.8,3,8.9,4,1.3,2.49,Moderate
1729,Computer Organization,84,8.6,0.8,6.7,2.8,5.1,3.52,High
1730,Foundation of web technologies,72,6.6,0.6,7,5.9,3.9,2.83,Moderate
1731,SAD,83,6.1,2.4,7.2,0.4,7.9,3.29,Moderate
1732,OOP,79,7.6,3.5,6.4,0.5,6,3.12,Moderate
1733,Computer Organization,95,9.7,1.5,7.9,3.9,1,3.69,High
1734,Database Systems,71,5.7,1.2,5.7,4.9,6.5,2.66,High
1735,Data Science,61,6.1,2.9,9.7,2.8,2.5,2.5,Moderate
1736,OOP,87,6.6,1.9,8,5.9,1.6,3.41,Moderate
1737,Foundation of web technologies,91,9.7,3.4,9.4,0.7,0.8,3.6,High
1738,Fundamentals of Programming,79,7,3.8,7.1,3.6,2.5,3.11,Moderate
1739,Computer Organization,74,8.5,3.8,6.2,4.1,1.4,2.93,High
1740,Computer Organization,89,8.9,2.2,8.3,1.5,3.1,3.37,High
1741,Data Science,76,7.4,2.5,7,1.2,5.9,3.11,Moderate
1742,DSA,81,8.7,1.6,6.8,2.4,4.5,3.42,High
1743,MIS,74,7,2.2,7.7,3,4.1,3.05,Moderate
1744,MIS,69,5.8,0.5,9.7,3.6,4.4,2.65,Low
1745,Fundamentals of Programming,78,8.3,1.6,9.5,2.9,1.7,3.12,High
1746,SAD,92,9.8,3.3,9.3,0.3,1.3,3.73,High
1747,SAD,67,6.4,1.1,6.4,5.1,5,2.79,Moderate
1748,Database Systems,71,6.2,3.2,7.8,0,6.8,2.8,Moderate
1749,OOP,84,7.1,1.6,5.6,4.1,5.6,3.28,High
1750,Computer Networks,88,8.6,0,9.8,4.6,1,3.48,High
1751,DSA,88,9.5,0.1,9.7,3.8,0.9,3.57,High
1752,Foundation of web technologies,96,9.7,1.8,8,2.1,2.4,3.82,High
1753,Computer Networks,89,9.7,0.3,7.5,4.1,2.4,3.53,High
1754,Computer Networks,93,9.5,3.8,5.3,2.2,3.2,3.7,High
1755,Computer Organization,66,5.1,1.3,7.7,5.5,4.4,2.8,Low
1756,Fundamentals of Programming,75,7.7,1.1,9.5,5.3,0.4,2.99,Moderate
1757,MIS,70,7,3.6,6.9,4.4,2.1,2.84,Moderate
1758,Database Systems,89,9.6,1.8,8.7,1.4,2.5,3.43,High
1759,SAD,76,5.1,0.4,7.5,4.1,6.9,3.01,Low
1760,Fundamentals of Programming,79,8.5,2.8,7.5,4.8,0.4,3.06,High
1761,Computer Organization,77,7.4,1.8,6,1.8,7,3.13,Moderate
1762,Foundation of web technologies,70,6.2,1.2,8.9,2,5.7,2.85,Moderate
1763,Database Systems,80,6.2,0.7,8.9,0.8,7.4,3.02,Moderate
1764,Computer Organization,68,8.4,2.5,9.1,0.2,3.8,2.65,High
1765,MIS,73,6.5,1.1,5.7,1.7,9,3.02,High
1766,MIS,74,8.3,1.5,8.6,1.9,3.7,2.86,High
1767,MIS,76,6.5,2.2,5.1,0.5,9.7,3.1,High
1768,Fundamentals of Programming,82,8.6,0.4,9.2,4.2,1.6,3.27,High
1769,Fundamentals of Programming,100,8.1,3.3,7,1.2,4.4,3.8,High
1770,SAD,78,7.7,2.3,9.7,3.9,0.4,3.3,Moderate
1771,SAD,84,9.4,3.2,9.7,0.2,1.5,3.4,High
1772,Foundation of web technologies,77,9.2,2,8.7,0.6,3.5,3.03,High
1773,Database Systems,72,6.3,2.9,5.8,2.1,6.9,2.78,High
1774,Data Science,72,8.5,1.5,7.8,0.6,5.6,3.02,High
1775,Data Science,81,9,1.5,8.2,3.8,1.5,3.41,High
1776,Computer Organization,83,8.1,1.7,5.9,5.7,2.6,3.17,High
1777,MIS,86,8.8,0.8,6.7,4.9,2.8,3.53,High
1778,Database Systems,78,7.2,2.9,6.9,1.3,5.7,3.23,Moderate
1779,Computer Networks,88,8.2,3.9,6.6,2.4,2.9,3.32,High
1780,Fundamentals of Programming,94,9.2,3,5.3,6,0.5,3.77,High
1781,OOP,82,8.8,3.5,8.3,2.9,0.5,3.26,High
1782,DSA,81,9.4,0.8,5.4,4.7,3.7,3.25,High
1783,Foundation of web technologies,87,9.2,0.7,9.3,3.3,1.5,3.64,High
1784,MIS,79,7.1,0.8,6.4,3,6.7,3.08,Moderate
1785,MIS,77,7.7,3.2,9,2.4,1.7,3.03,Moderate
1786,MIS,73,5.3,3.5,5.4,1.5,8.3,2.91,High
1787,Fundamentals of Programming,72,8.5,1.6,9.4,1.3,3.2,2.9,High
1788,Fundamentals of Programming,84,7.7,3.5,9.6,0.9,2.3,3.39,Moderate
1789,DSA,84,7.3,2.2,9.7,4.8,0,3.25,Moderate
1790,Computer Networks,71,6.9,0,5,2.8,9.3,2.85,High
1791,Database Systems,69,7.4,0.1,8.4,1.8,6.3,2.75,Moderate
1792,MIS,76,5.8,1.6,6.2,3.2,7.2,2.98,Low
1793,Data Science,71,6,2,5.8,4,6.2,2.81,High
1794,SAD,84,7.3,0.3,8,1.6,6.8,3.15,Moderate
1795,Data Science,64,7.6,2.1,9.6,2.6,2.1,2.78,Moderate
1796,Computer Organization,95,9.7,3.1,6.4,4.1,0.7,3.76,High
1797,Data Science,70,7.2,3.3,9.1,0.8,3.6,2.87,Moderate
1798,Computer Organization,77,6.5,1.2,8.6,1.4,6.3,3.18,Moderate
1799,OOP,64,5,2.9,5.9,0.6,9.6,2.63,High
1800,SAD,71,7.4,0.2,9.9,4.3,2.2,2.84,Moderate
1801,Data Science,74,6.6,1.3,7.2,3.8,5.1,2.93,Moderate
1802,OOP,78,9.3,1,6.9,5.2,1.6,3.32,High
1803,Foundation of web technologies,79,8.3,1.4,8.4,0.1,5.8,3.23,High
1804,Database Systems,94,9.1,3.8,9.6,1.4,0.1,3.71,High
1805,OOP,75,7.6,1.4,7.3,4.1,3.6,3.09,Moderate
1806,Database Systems,84,9.6,3.3,9.9,1.1,0.1,3.5,High
1807,Data Science,73,6.4,0.4,5.6,1.7,9.9,3.21,High
1808,Computer Networks,86,9.5,2.5,5,1.1,5.9,3.52,High
1809,OOP,62,5.5,1.5,7.5,0.3,9.2,2.61,Low
1810,SAD,75,8.2,1.9,7.5,2.6,3.8,3.13,High
1811,Data Science,90,9.8,0.9,7.6,4.2,1.5,3.62,High
1812,MIS,74,6.9,1.9,5.4,3.7,6.1,3.05,High
1813,Fundamentals of Programming,72,6.4,0.6,7.7,3.2,6.1,3,Moderate
1814,OOP,72,8.1,0.8,7.3,4.3,3.5,3.12,High
1815,SAD,80,7.6,1.6,6.6,3.7,4.5,3.18,Moderate
1816,Foundation of web technologies,75,5.4,1.8,9.5,0.6,6.7,2.9,Low
1817,MIS,91,9.9,3.8,5.4,4.6,0.3,3.69,High
1818,Foundation of web technologies,74,7.1,1.8,8.2,4.6,2.3,2.98,Moderate
1819,Data Science,67,5.2,2.4,5.9,2.1,8.4,2.69,High
1820,Fundamentals of Programming,69,6.7,0.4,5.7,0.2,11,2.58,High
1821,OOP,77,7.4,3.8,5.6,5.7,1.5,3.27,High
1822,OOP,86,8.2,3.3,5.5,3,4,3.5,High
1823,Computer Networks,78,8.5,2.3,9.2,0.3,3.7,3.34,High
1824,Computer Networks,87,6.9,1.4,8.1,5.3,2.3,3.42,Moderate
1825,Data Science,70,7.5,3.3,7,0.6,5.6,2.82,Moderate
1826,Data Science,77,8.6,3,5.3,1.3,5.8,3.06,High
1827,Fundamentals of Programming,73,6.4,2.2,5.7,0.8,8.9,2.89,High
1828,Computer Networks,72,6.8,3.2,7.6,0.8,5.6,2.78,Moderate
1829,SAD,73,8.7,1.6,6.3,2.3,5.1,2.87,High
1830,SAD,75,6.2,1.6,5.1,4.6,6.5,2.92,High
1831,Fundamentals of Programming,69,5.9,0.2,8.3,4.6,5,2.88,Low
1832,SAD,83,6,2.9,8.5,1.5,5.1,3.17,Moderate
1833,Computer Organization,85,9.5,0.4,9.9,3.6,0.6,3.5,High
1834,Database Systems,81,8.6,0.8,7.2,0.4,7,3.32,High
1835,Fundamentals of Programming,82,6.9,3,6.9,2,5.2,3.23,Moderate
1836,Fundamentals of Programming,72,5.2,1.5,5.8,4.2,7.3,2.83,High
1837,DSA,66,5.5,2.7,6.4,1.2,8.2,2.75,Low
1838,MIS,77,7.4,2,6.6,0.8,7.2,3.1,Moderate
1839,MIS,74,6.9,2.7,8.9,2.9,2.6,2.77,Moderate
1840,Computer Organization,72,6.4,0.6,6.2,1.3,9.5,3.04,Moderate
1841,Computer Networks,88,7.6,2.3,9.7,0.9,3.5,3.36,Moderate
1842,Data Science,81,7.8,1,6.3,0.2,8.7,3.27,Moderate
1843,Data Science,72,6.5,3,5.2,1.3,8,3.17,High
1844,Foundation of web technologies,77,7.3,2.8,6.9,1,6,3.24,Moderate
1845,Computer Organization,63,7,2.3,9.7,0.3,4.7,2.64,Moderate
1846,Fundamentals of Programming,77,7.5,0.1,6.6,4.9,4.9,3.14,Moderate
1847,Computer Organization,84,7.8,1.8,6.4,1.8,6.2,3.39,Moderate
1848,Computer Organization,77,9.8,1.8,7,4.6,0.8,3.39,High
1849,Computer Organization,84,7.1,2.2,6.2,4.5,4,3.34,Moderate
1850,MIS,81,8.9,0.9,8.6,4.5,1.1,3.36,High
1851,Computer Organization,83,6.7,0.7,5,2.7,8.9,3.15,High
1852,Database Systems,61,5.9,3.4,6.3,1.4,7,2.48,Low
1853,Data Science,83,7.4,2,6.1,1.6,6.9,3.22,Moderate
1854,Foundation of web technologies,83,8.9,1.8,8.6,3.5,1.2,3.17,High
1855,Database Systems,73,5.7,3.9,9.1,1.1,4.2,2.81,Low
1856,Foundation of web technologies,69,5.7,3,7.3,4.7,3.3,2.82,Low
1857,DSA,86,8.7,2.4,8.4,0.1,4.4,3.51,High
1858,Foundation of web technologies,61,5,0.1,9.3,4.1,5.5,2.47,Low
1859,Data Science,72,6.3,2.8,9,1.8,4.1,2.79,Moderate
1860,Data Science,75,7.5,3.1,6.1,1.6,5.7,3.07,Moderate
1861,Computer Organization,72,6.2,4,6,3.5,4.3,2.88,Moderate
1862,OOP,83,8.2,3,9.9,0.5,2.4,3.3,High
1863,DSA,80,8.8,1.4,5.9,2.5,5.4,3.29,High
1864,Fundamentals of Programming,83,7.7,4,7,3.3,2,3.44,Moderate
1865,SAD,83,6.8,1.6,8.5,5.6,1.5,3.33,Moderate
1866,Foundation of web technologies,71,5.4,0.8,7.5,0.1,10.2,2.86,Low
1867,OOP,89,6.3,2.1,5.1,1.6,8.9,3.49,High
1868,Computer Organization,91,9.6,2.6,7.1,4.4,0.3,3.54,High
1869,MIS,87,8.9,0.8,5.7,4.1,4.5,3.62,High
1870,Fundamentals of Programming,82,8.7,2.5,9.9,1.5,1.4,3.36,High
1871,Computer Networks,68,5.6,3.3,6.3,4.7,4.1,2.85,Low
1872,OOP,85,8,1.8,6.8,2.1,5.3,3.23,Moderate
1873,MIS,88,8.2,3,8.4,0.9,3.5,3.52,High
1874,DSA,78,7.4,2.1,8.9,3.7,1.9,3.1,Moderate
1875,Computer Organization,75,7,3.6,5.8,6,1.6,2.99,High
1876,Fundamentals of Programming,82,8.6,3.2,9.3,2.9,0,3.38,High
1877,Fundamentals of Programming,77,6.5,2.8,5.6,2.4,6.7,2.9,High
1878,Fundamentals of Programming,86,8,2,8.2,5.6,0.2,3.4,Moderate
1879,DSA,71,5.3,2.3,9.3,2.9,4.2,2.82,Low
1880,Foundation of web technologies,68,6.7,0.6,9.2,3.1,4.4,2.85,Moderate
1881,Computer Networks,76,9.7,3.2,8.5,0,2.6,3.19,High
